event_id,user_id,event_timestamp,event_type,content_id,session_id
58,2492,2024-06-18 13:37:00,return_app,,3871
59,1327,2024-04-23 10:09:00,signup,,1219
60,606,2024-03-20 12:23:00,return_app,,4444
61,1278,2024-06-07 15:42:00,signup,,2173
62,2811,2024-03-29 23:41:00,onboarding_complete,,2940
63,822,2024-04-01 21:57:00,play_video,220.0,5966
64,334,2024-06-29 15:15:00,signup,,7100
65,355,2024-06-21 05:00:00,install,,7085
66,168,2024-01-10 08:47:00,onboarding_complete,,3011
67,2628,2024-05-10 08:49:00,onboarding_complete,,950
68,207,2024-05-24 01:52:00,complete_video,170.0,4225
69,1471,2024-06-22 03:17:00,return_app,,2247
70,1837,2024-06-08 11:56:00,install,,349
71,506,2024-04-12 23:30:00,install,,5697
72,1456,2024-06-03 15:37:00,play_video,201.0,7310
73,2660,2024-06-09 10:49:00,return_app,,3683
74,1847,2024-01-15 06:54:00,install,,2895
75,559,2024-02-10 09:20:00,onboarding_complete,,1682
76,1170,2024-05-02 00:55:00,complete_video,151.0,3326
77,2112,2024-03-22 23:53:00,play_video,162.0,1782
78,580,2024-06-25 03:49:00,onboarding_complete,,7552
79,107,2024-06-07 14:36:00,play_video,141.0,1158
80,2247,2024-03-13 09:01:00,play_video,382.0,7650
81,512,2024-02-05 14:49:00,play_video,87.0,7984
82,753,2024-02-09 20:39:00,signup,,6316
83,2917,2024-04-07 13:36:00,onboarding_complete,,6538
84,1846,2024-04-17 11:29:00,play_video,390.0,1926
85,2100,2024-01-27 11:58:00,install,,5232
86,2744,2024-06-29 13:59:00,play_video,314.0,3825
87,1269,2024-05-07 15:59:00,install,,8090
88,1311,2024-04-13 19:39:00,play_video,146.0,478
89,2679,2024-06-18 04:26:00,return_app,,509
90,2105,2024-03-11 00:29:00,signup,,1846
91,1187,2024-05-15 11:30:00,play_video,325.0,8910
92,318,2024-01-20 05:09:00,play_video,154.0,2285
93,2941,2024-03-27 16:36:00,return_app,,3670
94,1201,2024-03-07 09:06:00,onboarding_complete,,1455
95,1934,2024-04-16 06:34:00,onboarding_complete,,7974
96,2496,2024-05-24 17:47:00,return_app,,9281
97,793,2024-02-02 13:35:00,subscribe,,6370
98,2513,2024-02-16 05:54:00,complete_video,209.0,4023
99,1405,2024-04-01 12:32:00,install,,5172
100,1398,2024-01-29 13:17:00,play_video,14.0,3853
101,1364,2024-03-05 08:57:00,signup,,7049
102,2089,2024-04-24 06:07:00,return_app,,1030
103,242,2024-02-07 09:37:00,signup,,979
104,518,2024-05-01 14:38:00,onboarding_complete,,5130
105,138,2024-06-20 08:17:00,return_app,,2456
106,2835,2024-04-20 21:20:00,play_video,195.0,4650
107,396,2024-01-22 00:49:00,signup,,5254
108,1333,2024-03-12 12:49:00,install,,2590
109,170,2024-06-21 16:33:00,return_app,,3569
110,740,2024-05-04 15:45:00,complete_video,177.0,4553
111,2749,2024-03-16 11:30:00,install,,3966
112,1602,2024-06-10 04:23:00,onboarding_complete,,4327
113,2998,2024-06-03 22:20:00,signup,,593
114,2907,2024-05-14 05:26:00,complete_video,328.0,1239
115,1888,2024-05-18 07:38:00,signup,,3599
116,1527,2024-05-17 05:57:00,return_app,,1503
117,372,2024-02-19 18:16:00,complete_video,307.0,5320
118,226,2024-06-28 20:08:00,signup,,614
119,1795,2024-05-10 04:50:00,install,,5917
120,2700,2024-06-06 11:25:00,return_app,,1020
121,2136,2024-04-14 17:34:00,complete_video,279.0,5579
122,2634,2024-02-23 14:09:00,play_video,269.0,6014
123,797,2024-05-18 02:45:00,complete_video,121.0,4442
124,724,2024-04-17 10:12:00,complete_video,365.0,9230
125,136,2024-03-01 10:55:00,install,,9971
126,705,2024-03-05 16:21:00,play_video,51.0,8936
127,2432,2024-05-21 22:46:00,install,,3898
128,2537,2024-06-23 23:56:00,return_app,,5431
129,2680,2024-05-05 05:35:00,onboarding_complete,,2570
130,2873,2024-07-02 12:08:00,signup,,113
131,1136,2024-05-06 10:22:00,signup,,1988
132,1540,2024-02-04 02:37:00,return_app,,5092
133,2261,2024-04-17 13:16:00,play_video,213.0,624
134,1540,2024-01-16 20:48:00,play_video,120.0,9459
135,2946,2024-02-17 11:52:00,play_video,45.0,2706
136,2928,2024-06-16 08:47:00,play_video,297.0,1113
137,2778,2024-05-19 01:00:00,onboarding_complete,,1315
138,1275,2024-01-09 20:24:00,play_video,360.0,9672
139,1615,2024-06-26 17:48:00,onboarding_complete,,4584
140,1425,2024-02-11 20:16:00,play_video,122.0,5432
141,1136,2024-04-20 13:16:00,return_app,,518
142,1221,2024-05-09 17:46:00,onboarding_complete,,9384
143,2056,2024-04-23 04:41:00,return_app,,7437
144,2402,2024-02-22 03:11:00,signup,,6994
145,974,2024-05-24 01:01:00,play_video,347.0,571
146,308,2024-02-01 14:22:00,install,,766
147,773,2024-04-04 19:18:00,complete_video,331.0,8037
148,540,2024-01-29 22:09:00,onboarding_complete,,4676
149,1664,2024-06-13 06:04:00,play_video,368.0,8698
150,1911,2024-03-03 06:20:00,play_video,2.0,4457
151,2322,2024-03-02 20:00:00,play_video,15.0,8169
152,2961,2024-06-20 02:30:00,return_app,,1373
153,1947,2024-06-05 16:36:00,onboarding_complete,,8482
154,2066,2024-04-18 10:07:00,complete_video,358.0,4859
155,1964,2024-07-02 12:32:00,onboarding_complete,,4540
156,2544,2024-06-04 02:17:00,play_video,245.0,450
157,1826,2024-01-22 11:10:00,onboarding_complete,,870
158,1984,2024-05-20 19:55:00,install,,3603
159,393,2024-08-07 09:45:00,complete_video,232.0,7593
160,2954,2024-06-22 13:31:00,subscribe,,9231
161,28,2024-04-09 15:31:00,play_video,321.0,8442
162,2028,2024-04-24 12:08:00,play_video,337.0,9516
163,2227,2024-06-11 14:51:00,install,,5284
164,453,2024-06-29 21:52:00,install,,8454
165,2341,2024-07-04 09:05:00,complete_video,251.0,325
166,986,2024-06-16 19:52:00,complete_video,175.0,9932
167,1861,2024-03-06 13:21:00,signup,,4155
168,2779,2024-03-30 14:09:00,complete_video,141.0,4314
169,1551,2024-02-13 02:21:00,onboarding_complete,,7912
170,589,2024-06-05 12:55:00,play_video,110.0,6497
171,1837,2024-06-15 14:50:00,play_video,190.0,2733
172,2770,2024-03-21 07:05:00,signup,,9721
173,1222,2024-01-12 22:21:00,signup,,8952
174,2919,2024-02-26 03:00:00,return_app,,3482
175,949,2024-04-06 21:19:00,install,,7164
176,2471,2024-03-28 04:58:00,signup,,5327
177,18,2024-03-02 07:34:00,complete_video,139.0,5000
178,755,2024-06-16 05:22:00,signup,,3406
179,2197,2024-05-11 13:02:00,onboarding_complete,,5849
180,2722,2024-06-03 06:19:00,play_video,331.0,8397
181,2463,2024-04-25 22:19:00,onboarding_complete,,7882
182,792,2024-03-07 11:12:00,install,,3748
183,1106,2024-05-09 13:54:00,complete_video,95.0,5075
184,2638,2024-04-08 10:10:00,complete_video,172.0,7646
185,1279,2024-01-13 21:18:00,play_video,246.0,4167
186,2926,2024-04-29 11:16:00,play_video,297.0,772
187,1670,2024-07-08 08:17:00,return_app,,1152
188,1219,2024-03-15 05:21:00,signup,,3945
189,2043,2024-04-30 22:27:00,play_video,110.0,2114
190,2978,2024-06-10 11:09:00,complete_video,118.0,423
191,2604,2024-07-10 11:17:00,play_video,19.0,91
192,1941,2024-03-30 02:30:00,install,,9951
193,98,2024-04-13 18:47:00,return_app,,5148
194,1348,2024-02-23 01:19:00,signup,,2224
195,2570,2024-07-16 16:12:00,play_video,100.0,2624
196,1404,2024-04-06 22:10:00,install,,740
197,1113,2024-05-14 15:26:00,onboarding_complete,,3879
198,1950,2024-05-31 18:44:00,return_app,,2155
199,1135,2024-03-02 13:08:00,return_app,,8698
200,1145,2024-05-04 18:13:00,return_app,,9587
201,257,2024-03-11 22:48:00,signup,,7348
202,2981,2024-01-27 17:51:00,play_video,19.0,9262
203,451,2024-06-25 09:05:00,onboarding_complete,,8274
204,737,2024-03-28 00:46:00,return_app,,6427
205,1335,2024-06-13 23:32:00,signup,,9884
206,1180,2024-07-04 04:07:00,onboarding_complete,,8089
207,853,2024-08-01 10:53:00,play_video,154.0,6508
208,1655,2024-02-10 01:10:00,return_app,,9991
209,2232,2024-04-03 00:31:00,return_app,,2123
210,2874,2024-05-26 18:23:00,install,,1587
211,587,2024-02-16 20:31:00,play_video,123.0,6988
212,1275,2024-01-18 21:59:00,play_video,252.0,5528
213,1885,2024-02-12 17:50:00,play_video,338.0,5074
214,1538,2024-03-20 15:28:00,play_video,297.0,5801
215,2800,2024-02-26 10:50:00,install,,6316
216,835,2024-06-27 09:33:00,return_app,,855
217,2729,2024-04-03 18:27:00,play_video,331.0,132
218,1117,2024-03-21 20:57:00,return_app,,294
219,2689,2024-02-06 18:15:00,install,,3686
220,2751,2024-05-20 00:32:00,install,,287
221,2325,2024-06-20 07:25:00,signup,,6587
222,2704,2024-03-20 10:31:00,return_app,,6971
223,1970,2024-06-08 19:00:00,subscribe,,8445
224,1420,2024-02-08 07:28:00,install,,3761
225,21,2024-07-01 19:39:00,signup,,9639
226,1257,2024-06-21 22:50:00,return_app,,3684
227,2262,2024-05-20 10:01:00,play_video,318.0,8792
228,792,2024-02-07 18:55:00,return_app,,863
229,432,2024-05-24 12:07:00,play_video,16.0,7370
230,2923,2024-06-06 01:29:00,signup,,1163
231,669,2024-02-04 13:00:00,play_video,304.0,3087
232,1771,2024-02-14 15:47:00,play_video,252.0,446
233,1026,2024-04-04 22:03:00,play_video,49.0,472
234,28,2024-05-08 05:03:00,signup,,9137
235,1200,2024-03-10 05:28:00,play_video,29.0,1980
236,2717,2024-01-28 19:05:00,signup,,2331
237,1003,2024-02-15 18:14:00,signup,,6468
238,1230,2024-06-29 08:41:00,play_video,187.0,2530
239,922,2024-06-20 03:02:00,install,,1893
240,2568,2024-04-17 14:44:00,signup,,8583
241,1673,2024-07-11 08:02:00,return_app,,5618
242,1196,2024-01-28 01:57:00,play_video,186.0,9709
243,1651,2024-03-24 19:05:00,play_video,81.0,5922
244,1683,2024-07-19 23:02:00,play_video,133.0,6679
245,2136,2024-03-22 20:44:00,play_video,72.0,9679
246,769,2024-03-22 02:35:00,onboarding_complete,,6382
247,2382,2024-04-15 10:49:00,play_video,159.0,9926
248,382,2024-02-19 23:12:00,onboarding_complete,,1317
249,1359,2024-06-21 02:27:00,install,,907
250,2603,2024-07-25 01:09:00,play_video,63.0,8655
251,2903,2024-04-29 04:37:00,return_app,,8350
252,2320,2024-03-18 16:13:00,return_app,,2107
253,1382,2024-05-20 11:11:00,play_video,379.0,2484
254,146,2024-03-30 02:02:00,install,,7857
255,1824,2024-02-21 13:08:00,signup,,9060
256,2148,2024-02-14 11:00:00,return_app,,1936
257,1966,2024-04-04 03:09:00,play_video,121.0,88
258,1241,2024-03-13 02:04:00,play_video,190.0,163
259,2641,2024-07-18 03:25:00,install,,2422
260,2756,2024-07-16 02:50:00,return_app,,4504
261,1218,2024-07-21 11:22:00,signup,,8509
262,1503,2024-05-23 01:08:00,play_video,199.0,4359
263,1450,2024-02-27 10:45:00,subscribe,,7872
264,397,2024-03-03 09:27:00,install,,107
265,98,2024-03-22 07:43:00,play_video,230.0,5377
266,43,2024-06-30 19:29:00,install,,6066
267,1790,2024-04-21 00:59:00,return_app,,3578
268,1149,2024-08-03 00:00:00,play_video,226.0,5777
269,2393,2024-02-05 04:39:00,signup,,5829
270,296,2024-07-17 01:01:00,complete_video,135.0,6669
271,4,2024-01-26 12:01:00,complete_video,140.0,5915
272,1387,2024-05-21 03:56:00,play_video,32.0,5393
273,290,2024-06-16 09:06:00,subscribe,,8426
274,408,2024-04-03 11:33:00,signup,,8624
275,1569,2024-04-26 14:08:00,complete_video,385.0,3925
276,2875,2024-05-08 07:12:00,signup,,1689
277,468,2024-03-27 21:12:00,complete_video,112.0,4508
278,2317,2024-01-31 00:49:00,signup,,7542
279,1678,2024-02-21 15:13:00,return_app,,1487
280,2174,2024-04-11 01:12:00,install,,9550
281,565,2024-06-05 18:55:00,signup,,8060
282,2504,2024-05-14 10:55:00,install,,7056
283,1619,2024-01-14 17:01:00,return_app,,4383
284,2234,2024-02-03 21:47:00,install,,8429
285,815,2024-05-30 02:07:00,signup,,6153
286,420,2024-06-20 14:52:00,return_app,,8853
287,2624,2024-04-09 02:54:00,signup,,380
288,2747,2024-05-13 14:05:00,signup,,2302
289,1697,2024-06-04 07:50:00,play_video,81.0,7217
290,810,2024-07-06 16:54:00,return_app,,8608
291,600,2024-02-03 01:28:00,install,,7922
292,1568,2024-07-04 05:58:00,play_video,384.0,9640
293,1493,2024-05-17 22:07:00,play_video,185.0,8047
294,839,2024-06-10 08:36:00,play_video,330.0,8405
295,507,2024-03-25 17:04:00,signup,,3043
296,1570,2024-07-15 14:21:00,play_video,275.0,1733
297,1245,2024-02-23 13:11:00,return_app,,7803
298,1271,2024-07-04 08:39:00,play_video,261.0,1530
299,1082,2024-01-10 13:14:00,play_video,187.0,717
300,2134,2024-03-10 23:35:00,onboarding_complete,,6785
301,1387,2024-06-17 02:52:00,install,,6155
302,1850,2024-01-26 17:46:00,play_video,214.0,2019
303,956,2024-04-09 11:30:00,play_video,156.0,1439
304,1032,2024-02-18 13:24:00,complete_video,112.0,7148
305,273,2024-04-11 03:17:00,install,,8974
306,2714,2024-04-28 20:44:00,return_app,,6491
307,2073,2024-06-29 11:59:00,return_app,,5840
308,417,2024-06-05 01:38:00,play_video,112.0,7098
309,914,2024-02-08 05:34:00,signup,,8925
310,2747,2024-05-03 01:21:00,play_video,221.0,2428
311,1626,2024-06-14 14:31:00,play_video,153.0,5376
312,403,2024-01-20 22:31:00,install,,65
313,2238,2024-03-30 09:30:00,install,,7936
314,2676,2024-05-12 17:20:00,play_video,69.0,4006
315,1412,2024-04-02 13:04:00,complete_video,213.0,1695
316,752,2024-03-04 16:21:00,install,,143
317,1906,2024-05-21 09:00:00,play_video,304.0,8485
318,1644,2024-05-10 14:51:00,complete_video,14.0,5847
319,272,2024-04-30 06:16:00,install,,8998
320,1705,2024-05-18 13:58:00,return_app,,9024
321,1113,2024-05-07 22:59:00,play_video,82.0,6733
322,1595,2024-02-29 10:12:00,signup,,7563
323,1805,2024-07-12 06:53:00,signup,,590
324,2701,2024-03-04 05:26:00,play_video,372.0,1259
325,1311,2024-04-08 23:46:00,install,,8737
326,1461,2024-07-16 01:34:00,return_app,,638
327,41,2024-02-16 03:30:00,play_video,85.0,3673
328,42,2024-04-15 03:35:00,signup,,9492
329,2713,2024-02-02 10:01:00,install,,5644
330,160,2024-04-13 19:12:00,signup,,5939
331,1798,2024-07-06 15:22:00,play_video,220.0,7587
332,379,2024-04-07 21:41:00,complete_video,146.0,4329
333,1395,2024-04-10 15:21:00,onboarding_complete,,4463
334,481,2024-01-23 00:28:00,install,,9311
335,1866,2024-06-15 07:46:00,return_app,,712
336,1888,2024-06-02 02:38:00,return_app,,5081
337,1159,2024-02-03 07:14:00,return_app,,4488
338,2766,2024-05-12 03:08:00,play_video,92.0,6067
339,399,2024-01-26 13:23:00,install,,7770
340,2058,2024-06-18 14:31:00,complete_video,118.0,6906
341,2243,2024-06-07 02:34:00,play_video,296.0,6241
342,2510,2024-03-03 10:06:00,onboarding_complete,,5087
343,2125,2024-06-28 18:32:00,complete_video,146.0,9327
344,2026,2024-04-30 15:28:00,play_video,297.0,3498
345,1673,2024-07-19 21:10:00,return_app,,8775
346,671,2024-07-02 12:07:00,play_video,162.0,1638
347,2181,2024-07-19 13:48:00,play_video,166.0,8090
348,2621,2024-05-14 04:25:00,play_video,113.0,8003
349,2012,2024-05-24 21:20:00,play_video,377.0,8362
350,830,2024-02-27 03:04:00,play_video,358.0,2249
351,2492,2024-06-22 09:40:00,play_video,106.0,3874
352,2149,2024-05-24 07:28:00,install,,2077
353,1530,2024-03-18 19:04:00,return_app,,73
354,254,2024-01-28 20:50:00,onboarding_complete,,2797
355,1044,2024-04-22 16:16:00,return_app,,2494
356,879,2024-04-09 07:35:00,signup,,5729
357,33,2024-06-30 13:26:00,signup,,3599
358,2174,2024-04-17 10:00:00,play_video,50.0,6791
359,2678,2024-06-20 02:33:00,return_app,,9853
360,467,2024-02-16 09:55:00,play_video,173.0,1211
361,2546,2024-02-08 19:03:00,signup,,1847
362,1856,2024-04-02 17:04:00,signup,,680
363,1836,2024-04-01 11:42:00,onboarding_complete,,149
364,1496,2024-06-03 02:25:00,return_app,,2996
365,2548,2024-01-11 20:24:00,install,,7379
366,658,2024-02-08 07:15:00,play_video,65.0,4780
367,742,2024-02-27 19:40:00,play_video,365.0,6545
368,2046,2024-01-20 19:12:00,install,,1489
369,50,2024-04-18 23:34:00,return_app,,3564
370,1715,2024-03-22 00:10:00,play_video,320.0,3592
371,1801,2024-06-03 10:35:00,play_video,397.0,3312
372,2306,2024-06-08 20:19:00,signup,,8010
373,390,2024-03-24 13:10:00,play_video,387.0,8586
374,683,2024-05-05 08:18:00,install,,7548
375,811,2024-04-24 18:35:00,play_video,280.0,5302
376,166,2024-06-07 09:52:00,install,,9261
377,842,2024-05-17 10:04:00,play_video,294.0,9515
378,2463,2024-04-30 06:39:00,play_video,100.0,3802
379,89,2024-04-01 21:04:00,signup,,900
380,1745,2024-05-25 14:40:00,signup,,1634
381,2906,2024-08-05 00:12:00,onboarding_complete,,4702
382,2640,2024-02-23 00:37:00,play_video,228.0,1507
383,708,2024-01-23 01:21:00,play_video,101.0,4902
384,1534,2024-02-06 18:55:00,play_video,143.0,474
385,568,2024-05-27 01:44:00,return_app,,2259
386,1082,2024-02-04 15:04:00,complete_video,266.0,1983
387,1097,2024-04-16 17:22:00,return_app,,6498
388,1258,2024-07-13 19:10:00,install,,3647
389,2420,2024-02-02 23:19:00,onboarding_complete,,2803
390,1682,2024-07-11 11:28:00,onboarding_complete,,1067
391,1337,2024-05-16 17:45:00,onboarding_complete,,69
392,2104,2024-03-16 16:54:00,return_app,,6892
393,1498,2024-06-22 01:51:00,onboarding_complete,,3893
394,440,2024-06-14 17:10:00,signup,,2564
395,1254,2024-02-03 05:29:00,play_video,7.0,3491
396,420,2024-06-30 10:52:00,return_app,,6752
397,2619,2024-06-22 04:54:00,install,,2330
398,1195,2024-03-15 17:01:00,install,,1379
399,1313,2024-04-03 02:11:00,complete_video,238.0,5293
400,301,2024-03-04 00:23:00,play_video,17.0,3838
401,278,2024-05-09 08:54:00,signup,,3918
402,2162,2024-01-27 07:31:00,signup,,8883
403,637,2024-04-01 13:00:00,install,,5970
404,875,2024-06-03 18:48:00,return_app,,5038
405,1899,2024-03-16 04:53:00,install,,9939
406,2452,2024-06-12 00:24:00,return_app,,7633
407,61,2024-07-10 02:03:00,return_app,,1187
408,1723,2024-03-01 17:10:00,play_video,195.0,4090
409,2161,2024-04-04 17:12:00,complete_video,283.0,2965
410,1311,2024-04-24 04:10:00,onboarding_complete,,9455
411,2697,2024-05-10 15:14:00,play_video,266.0,8379
412,1846,2024-05-13 01:48:00,play_video,260.0,655
413,1740,2024-04-04 23:11:00,return_app,,3401
414,931,2024-02-10 19:51:00,install,,6733
415,2579,2024-01-14 03:09:00,play_video,281.0,1964
416,1786,2024-06-15 06:26:00,return_app,,4573
417,716,2024-06-20 13:06:00,signup,,3916
418,1524,2024-03-14 23:01:00,return_app,,9538
419,2424,2024-05-09 05:32:00,install,,7656
420,2391,2024-06-22 20:31:00,play_video,49.0,304
421,2163,2024-04-08 12:06:00,signup,,4103
422,2779,2024-04-23 19:56:00,return_app,,416
423,2714,2024-05-30 02:00:00,onboarding_complete,,6525
424,1804,2024-05-05 08:06:00,play_video,244.0,9614
425,1275,2024-01-13 01:35:00,complete_video,297.0,1524
426,1139,2024-05-20 03:18:00,play_video,173.0,3672
427,482,2024-06-09 20:17:00,play_video,335.0,9357
428,583,2024-07-12 09:12:00,signup,,1635
429,2998,2024-05-27 20:30:00,signup,,5530
430,1793,2024-07-09 23:27:00,complete_video,330.0,6209
431,1605,2024-04-17 09:38:00,play_video,314.0,7477
432,115,2024-03-08 04:37:00,install,,9746
433,2690,2024-04-21 07:42:00,play_video,80.0,3016
434,822,2024-03-28 03:53:00,return_app,,7839
435,2697,2024-05-26 09:08:00,play_video,18.0,6622
436,2536,2024-05-28 07:50:00,complete_video,340.0,5651
437,612,2024-03-17 07:47:00,return_app,,3864
438,2164,2024-05-10 22:37:00,return_app,,1693
439,2035,2024-05-22 07:25:00,return_app,,1200
440,1997,2024-07-08 08:55:00,onboarding_complete,,9183
441,859,2024-04-27 21:05:00,install,,8183
442,1407,2024-01-16 23:20:00,return_app,,2499
443,2566,2024-05-21 05:33:00,play_video,116.0,1032
444,1242,2024-04-04 23:10:00,onboarding_complete,,4091
445,1491,2024-07-09 10:31:00,subscribe,,5130
446,308,2024-03-08 16:49:00,play_video,239.0,3389
447,996,2024-05-29 03:59:00,install,,1878
448,1824,2024-03-01 11:22:00,install,,3265
449,1349,2024-05-04 07:39:00,play_video,123.0,9786
450,2495,2024-03-03 19:52:00,complete_video,112.0,5248
451,822,2024-03-13 02:54:00,play_video,255.0,995
452,223,2024-06-21 00:59:00,play_video,160.0,958
453,933,2024-05-18 18:07:00,install,,9894
454,1950,2024-06-21 14:49:00,return_app,,6210
455,1203,2024-02-12 18:18:00,play_video,37.0,2249
456,1894,2024-04-09 07:12:00,play_video,168.0,6407
457,1157,2024-03-07 16:46:00,onboarding_complete,,5296
458,2059,2024-05-03 16:40:00,play_video,297.0,3286
459,2856,2024-07-12 08:50:00,return_app,,9980
460,2247,2024-02-24 21:07:00,play_video,291.0,2156
461,2600,2024-06-06 00:51:00,complete_video,68.0,7357
462,2113,2024-03-18 15:25:00,install,,5766
463,634,2024-04-01 22:34:00,install,,210
464,2137,2024-02-29 13:58:00,return_app,,8528
465,2111,2024-06-09 08:43:00,install,,9757
466,791,2024-04-03 05:08:00,play_video,51.0,9328
467,2349,2024-04-22 19:05:00,return_app,,1625
468,2575,2024-06-11 10:52:00,play_video,90.0,2109
469,1085,2024-04-03 04:02:00,play_video,216.0,9805
470,624,2024-05-20 09:37:00,return_app,,2764
471,1395,2024-04-22 05:33:00,return_app,,8946
472,747,2024-06-13 20:31:00,play_video,235.0,4338
473,2713,2024-01-28 20:51:00,onboarding_complete,,484
474,2432,2024-06-08 19:41:00,play_video,357.0,6467
475,848,2024-02-14 13:45:00,play_video,359.0,3347
476,32,2024-02-01 04:32:00,signup,,7878
477,2075,2024-05-01 13:42:00,return_app,,2316
478,2645,2024-05-19 00:51:00,signup,,1929
479,916,2024-04-11 23:41:00,install,,5448
480,585,2024-06-09 20:54:00,return_app,,8155
481,1749,2024-06-17 16:54:00,play_video,357.0,7019
482,2430,2024-04-01 06:45:00,complete_video,83.0,9635
483,2520,2024-07-16 18:17:00,play_video,188.0,5690
484,771,2024-04-18 20:17:00,install,,2
485,271,2024-03-31 22:06:00,play_video,341.0,7904
486,1010,2024-01-18 14:11:00,play_video,37.0,8299
487,1849,2024-05-02 08:00:00,install,,2600
488,1621,2024-03-06 04:29:00,onboarding_complete,,7014
489,1512,2024-03-12 13:21:00,install,,9609
490,1285,2024-03-01 20:40:00,complete_video,158.0,2532
491,624,2024-05-28 23:43:00,complete_video,18.0,2453
492,2847,2024-06-19 08:32:00,play_video,281.0,9973
493,8,2024-04-29 13:20:00,return_app,,1160
494,531,2024-07-11 06:40:00,play_video,177.0,6118
495,2601,2024-06-24 13:49:00,signup,,6850
496,2244,2024-06-20 16:17:00,signup,,5443
497,1797,2024-03-12 11:11:00,play_video,150.0,3237
498,1803,2024-06-26 11:23:00,signup,,4277
499,2422,2024-06-24 15:47:00,onboarding_complete,,5645
500,1116,2024-04-21 14:45:00,complete_video,341.0,5364
501,341,2024-04-06 11:50:00,install,,2751
502,2145,2024-02-02 15:06:00,signup,,5538
503,77,2024-02-15 21:51:00,return_app,,3497
504,1453,2024-05-07 23:00:00,play_video,135.0,3327
505,646,2024-06-21 11:59:00,play_video,46.0,5563
506,648,2024-03-13 03:35:00,play_video,224.0,2157
507,460,2024-07-01 07:05:00,play_video,44.0,5630
508,2992,2024-04-30 21:42:00,play_video,121.0,2200
509,2261,2024-05-06 13:43:00,install,,623
510,1978,2024-03-07 15:04:00,onboarding_complete,,8402
511,931,2024-01-13 15:34:00,signup,,4870
512,878,2024-02-18 07:43:00,return_app,,2524
513,256,2024-06-15 17:25:00,install,,6624
514,993,2024-03-30 00:12:00,install,,2322
515,845,2024-03-18 00:53:00,install,,8331
516,103,2024-06-03 04:01:00,subscribe,,8676
517,2577,2024-06-16 05:06:00,subscribe,,1849
518,1885,2024-02-08 05:25:00,install,,644
519,2699,2024-01-28 01:48:00,return_app,,6519
